-0.183204, -0.523346, -0.579493, 0.221517, -0.128284
-0.192171, -0.488353, -0.580492, 0.206212, -0.13456
-0.194186, -0.481081, -0.580891, 0.200783, -0.135968
-0.169672, -0.44181, -0.550444, 0.19396, -0.1188
-0.158001, -0.419913, -0.532744, 0.184943, -0.11064
-0.178206, -0.418463, -0.550229, 0.179199, -0.124832
-0.180504, -0.411017, -0.549174, 0.173421, -0.126467
-0.166193, -0.39475, -0.530923, 0.16968, -0.116467
-0.167515, -0.389548, -0.531044, 0.164057, -0.117422
-0.167515, -0.389548, -0.531044, 0.164057, -0.117422
-0.167515, -0.389548, -0.531044, 0.164057, -0.117422
-0.167515, -0.389548, -0.531044, 0.164057, -0.117422
-0.155749, -0.359687, -0.510511, 0.148721, -0.109203
-0.12761, -0.295461, -0.461157, 0.113109, -0.0894673
-0.139229, -0.239112, -0.445698, 0.0712944, -0.0975696
-0.143048, -0.213552, -0.42954, 0.0548614, -0.10017
-0.145997, -0.200774, -0.423759, 0.0476145, -0.102233
-0.149874, -0.18261, -0.411766, 0.033953, -0.104929
-0.129756, -0.155706, -0.374968, 0.0255687, -0.0908375
-0.156807, -0.153716, -0.396359, 0.0241192, -0.109771
-0.135554, -0.126712, -0.356378, 0.0276278, -0.09489
-0.112986, -0.0967663, -0.316613, 0.0375129, -0.0790908
-0.0851803, -0.0853997, -0.279678, 0.0426866, -0.0596262
-0.0860507, -0.0700802, -0.267357, 0.0493235, -0.0602368
-0.0903579, -0.0516342, -0.259694, 0.0482797, -0.0632506
-0.12434, -0.036019, -0.283383, 0.0422222, -0.0870379
-0.158999, -0.02931, -0.309293, 0.0342023, -0.111299
-0.096264, -0.00839816, -0.230381, 0.0268005, -0.0673942
-0.0652815, 0.00688378, -0.185531, 0.0206814, -0.0457102
-0.0307262, 0.0276446, -0.138118, 0.015007, -0.0215312
-0.0656244, 0.0321046, -0.170219, 0.010821, -0.0459646
-0.101121, 0.0285305, -0.207679, 0.00942959, -0.0708107
-0.0661542, 0.0408399, -0.164328, 0.0055755, -0.0463286
-0.0324594, 0.0504678, -0.122976, 0.00124977, -0.0227622
-0.0321154, 0.0568063, -0.117554, -0.00324514, -0.0225333
0.00478161, 0.0694243, -0.0726452, -0.00698879, 0.00343499
-0.0329148, 0.064926, -0.111125, -0.00821716, -0.0231193
0.00244879, 0.0768241, -0.0692073, -0.0119991, 0.00174976
-0.0355394, 0.0729339, -0.107592, -0.0178289, -0.0249794
-0.0364712, 0.0771574, -0.104962, -0.0252873, -0.0256436
0.00379545, 0.0862912, -0.0563303, -0.0314699, 0.00268976
0.00379543, 0.0862811, -0.0544519, -0.0333487, 0.00268976
0.00385863, 0.0901027, -0.0533221, -0.0351443, 0.00272842
-0.0729601, 0.0793654, -0.137715, -0.0383043, -0.0511278
-0.0348252, 0.0881201, -0.094594, -0.0445292, -0.0245659
-0.035083, 0.0921817, -0.0939667, -0.0464037, -0.0247543
-0.0360349, 0.0941433, -0.0945326, -0.0502864, -0.0254201
-0.0754407, 0.0896837, -0.136285, -0.0523883, -0.0528712
-0.0755035, 0.087824, -0.135884, -0.055018, -0.0529055
-0.0758371, 0.0857808, -0.136717, -0.0570318, -0.0531375
-0.0774509, 0.0895531, -0.139405, -0.0607389, -0.0542555
-0.078422, 0.0894365, -0.140472, -0.0635085, -0.05493
0, 0.0998048, -0.0560003, -0.0665895, 1.91597e-17
-0.040342, 0.0974361, -0.101867, -0.0669404, -0.0283809
-0.0403391, 0.0972778, -0.103677, -0.0687693, -0.0283655
-0.0406725, 0.0989601, -0.107219, -0.0694976, -0.0285773
-0.0813418, 0.0977161, -0.154269, -0.0707104, -0.0569563
0, 0.109547, -0.0665842, -0.0712445, -6.38931e-16
0.00135437, 0.107758, -0.0655675, -0.0701877, 0.000951536
0.00273185, 0.111863, -0.0639883, -0.0682828, 0.00191811
-0.0389403, 0.112704, -0.111228, -0.0677213, -0.027337
-0.0389638, 0.106721, -0.111737, -0.0688147, -0.0273575
0.00105068, 0.117541, -0.0681311, -0.069304, 0.000737071
0.00103302, 0.113628, -0.0691155, -0.0693428, 0.000725046
0.00141307, 0.119538, -0.0691111, -0.0672727, 0.00099108
0.043734, 0.126842, -0.0221191, -0.0668577, 0.0306549
0.00285047, 0.123667, -0.0674894, -0.0653957, 0.00199867
0.00108731, 0.129362, -0.0698848, -0.0655214, 0.000762001
0.0445434, 0.140864, -0.0226189, -0.0651153, 0.031201
0.00227084, 0.14135, -0.0685361, -0.0654848, 0.00159077
-0.0409434, 0.135953, -0.115986, -0.0647966, -0.0286864
0.0457132, 0.146902, -0.0199239, -0.0640204, 0.032015
0.00154114, 0.147242, -0.0679389, -0.063464, 0.0010793
0.0896717, 0.158313, 0.0296894, -0.0626987, 0.0627855
0.00154114, 0.147242, -0.0679389, -0.0616067, 0.0010793
0, 0.151008, -0.0705694, -0.062522, -3.95375e-16
0, 0.151008, -0.0714924, -0.0643791, -3.82839e-16
-0.0427547, 0.149514, -0.119312, -0.063987, -0.0299435
0.00322188, 0.15936, -0.0679213, -0.0634488, 0.00225618
-0.0427226, 0.155476, -0.1188, -0.0628988, -0.0299179
0.00162547, 0.163136, -0.0696863, -0.0634487, 0.00113808
-0.0463483, 0.156928, -0.124195, -0.0636668, -0.0324521
-0.0467696, 0.160753, -0.125572, -0.0636547, -0.0327456
0, 0.166928, -0.074263, -0.0653055, -3.42363e-16
-0.0467618, 0.164605, -0.127406, -0.0667474, -0.0327389
-0.0467618, 0.166552, -0.127866, -0.0668924, -0.0327383
-0.13816, 0.154069, -0.229881, -0.0672881, -0.0967135
-0.0942618, 0.159991, -0.181801, -0.0676998, -0.065988
0.0458329, 0.181201, -0.0277358, -0.0675766, 0.0320861
0.0454319, 0.17726, -0.0291031, -0.067585, 0.0318059
0, 0.178824, -0.0798274, -0.0680803, -2.75939e-16
-0.00174697, 0.182468, -0.0836088, -0.0689977, -0.00122301
-0.00264308, 0.184214, -0.085992, -0.0700756, -0.00185057
-0.00177818, 0.186294, -0.0864294, -0.0720879, -0.001245
0.0461834, 0.193482, -0.0329445, -0.0697436, 0.0323342
0, 0.190743, -0.0826148, -0.0671439, -3.20317e-16
0.0017966, 0.190959, -0.0778494, -0.062507, 0.00125772
0.0525063, 0.201894, -0.0194446, -0.059515, 0.0367629
0.0516247, 0.205776, -0.0204278, -0.0595218, 0.0361402
0.0511645, 0.207559, -0.0195443, -0.0596745, 0.035818
0.05162, 0.205632, -0.0185695, -0.0595191, 0.0361369
0.0520625, 0.203561, -0.0157443, -0.061222, 0.0364467
-0.0462723, 0.190808, -0.122669, -0.0619557, -0.0323964
-0.0466793, 0.194779, -0.122184, -0.06195, -0.0326811
0.00190038, 0.206885, -0.0656591, -0.0606482, 0.00133035
0.00290413, 0.212932, -0.0631579, -0.0589499, 0.00203328
0.00193561, 0.210787, -0.0609812, -0.0581695, 0.00135519
0.00190036, 0.206869, -0.060089, -0.0606479, 0.00133033
0, 0.210638, -0.0621915, -0.0643632, -1.88332e-16
